"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
2826101.79605222,1760962.95711513,1572869.8232214,1758472.44912763,1217128.22608957,2876240.17648888,2902327.93673383,2776769.45862477,1304114.80855302,553030.116540141,669935.511836737,362248.538337097,659031.688828366,515001.746769812,138477.896762585,520340.979484623,846052.222673854,951018.657773359,285026.247522577,686908.808657338,286755.83845856,690219.754738129,4155629.82058142,4349578.92334904,2663642.09346895,814436.12232956,466474.811049042,476560.579383737,875772.890548062,2674252.00592499,5797175.41536019,1039752.84451108,27853.9111118168,398208.817697472,587641.291713654
3102764.77861865,1535585.60573913,1560882.26433162,2095510.44975203,1230528.42959103,3062047.34501241,3420565.83297012,3011184.57644986,1415167.82815677,702879.30764124,760239.521058443,395319.142202525,684119.754572091,592235.37028837,156120.969080174,497731.796141309,773340.901486692,946601.249404424,289606.638790604,605816.31274149,252926.162301683,743640.142202125,4485536.27091189,3707734.15973154,1489184.60350896,912066.330575061,367244.668754207,859614.260148611,818126.656235861,2473721.59603937,6232813.94218283,1487701.14163146,41252.2339173033,425200.968212404,547864.71219822
2910065.97049153,1534944.80285586,1242520.96857392,1837889.87326439,1355139.03216082,3581665.68758917,2963611.2388316,3275967.11145294,1381805.72988712,693343.466546679,585352.28837037,295271.006889794,671705.173550761,528356.170147253,181818.214345123,505934.296309647,669477.224740649,885914.140985425,330227.645651849,601829.989274735,267479.791507685,568655.161515584,3761273.0326193,3340614.04181391,1645246.7671616,918162.794770794,399225.61883201,379228.617745375,693821.058093694,2912336.19417217,5413869.5104101,1090182.28730117,29818.4889205907,660682.739888273,516803.047366469
3004672.66702342,1647280.66223578,1360819.21240362,2245878.22614761,1194927.58092203,2742850.81430034,3063927.09978755,2884017.11073052,1221677.70120606,690402.310262727,613296.470885682,360649.93326902,677253.254694152,550578.229109231,143629.855959507,416154.268193173,700533.564956722,929695.712532614,251190.84271439,542989.465548409,244274.376046563,645506.986513054,4131076.69908588,3370974.90047136,1282087.16035949,809022.68192761,397759.09030535,439591.844554434,925980.539721059,2623593.50923072,5328586.54812334,803305.848894587,25133.8527852281,412665.460374508,537114.071688229
2752459.76630301,1470362.84422215,1363260.11869628,2132876.31987173,1282819.96799505,2980765.53086243,2987081.2694292,3076167.19113828,1394227.6622699,633545.886627391,616206.542548856,317213.699081654,784913.949201496,517884.310998171,143056.277222535,411511.040658646,643604.970195633,849494.436787437,290403.108776412,569388.191368739,254044.513930904,698415.304460006,3967233.86797114,3183762.72922569,1287486.90678759,1053337.66622901,476250.04599768,535458.592604204,748927.469581368,2763717.94297096,5220382.61857476,807873.696039966,31561.7086417324,515390.509397095,542937.882909171
2932081.84351223,1626878.92135228,1484795.98209842,2899216.22077732,1138724.23347182,3024328.05094218,2968221.90526314,3121906.33198009,1437999.82154755,732153.411373212,719099.784087128,371052.38736023,672342.015319431,467791.582157728,201275.187507152,512517.608023131,802041.645491684,945543.108448205,301559.197593055,620792.792597573,269675.280348119,807810.257414554,3980589.29626511,3505048.14841037,1324109.7064732,1044291.59889325,442202.844162636,520656.045791737,941336.816623877,2866303.07762715,4359635.72606204,967326.289761451,27769.3658135405,537366.947140098,613714.026475272
2638157.0373064,1685008.23128018,1393706.07106559,1849621.28234862,1288953.98996718,2983121.69715306,2978680.55035771,3143037.35557719,1293901.95492601,638311.601155229,597654.840986206,328278.007945408,592501.5494555,488990.01619807,164018.330983134,403713.461479007,676977.283779231,858603.141024436,274951.859714541,531115.209021369,262373.796433531,831404.565149057,4139212.2004481,3444044.10687115,1371903.57756298,874560.889580515,388108.219006139,415311.810803791,704757.160749042,2624065.53781792,4930661.61973763,1013811.2366257,28019.1547681379,506578.511885018,534324.820384925
2727765.30921358,1604061.75967961,1405176.02626766,2181773.69410817,1080758.80184634,4248854.407487,2955497.79545432,2982581.6087544,1341977.00974922,787344.116190689,630712.044367308,350459.781221618,714971.481680283,487156.96160131,149077.437915228,398926.408189911,739313.644632013,784909.427913309,275107.425216777,498841.81839464,269345.532638565,678234.947402266,3655928.2011842,3148553.55869395,1299644.22896259,1059831.26885205,422321.77789129,438265.969122445,642337.473973234,2465162.42209334,4467139.46876649,886571.863574673,36494.7357346591,408521.862755935,521631.409619757
3140660.24441704,1698973.90124603,1686800.60055809,2194591.60548927,1250459.87803154,3047600.35091499,3250781.6642374,3247824.58515039,1299993.64706088,853100.671888597,767025.024156137,349432.011775658,779478.636081743,558254.514498976,185120.32528057,516740.647877848,809120.045661442,996551.886625585,306067.224362694,604641.563435342,296292.20968426,782112.121910304,4315720.89318184,3569033.94571685,1339502.68267494,1024215.6545473,434701.706472664,837705.95065001,790402.160486829,2781885.35126206,5568106.22348335,1701639.87337275,30805.1259606644,532167.30723312,534530.943821979
2958533.88472422,1591595.54174657,1607131.94280431,2212658.42101616,1303721.73156858,3251929.18980767,2939644.91085884,2911068.34675112,1373010.25316943,708528.309211692,609367.746360287,365696.329789515,728932.147820504,493538.702528242,191802.374514148,503829.137329205,784334.155353239,1082507.69835662,293058.284881105,569513.894649881,269661.636664294,751666.414113023,4014254.66922417,3971433.71663518,1426552.05159063,1129408.95415829,512138.601460174,917161.255024778,800229.0655538,2557338.73686309,5187132.78418656,972685.480977968,42278.8129651721,541393.703627858,572715.105208838
2972267.26355048,1418996.92963092,1315647.36273033,2093556.74312968,1217082.28249321,2681628.63555905,2823235.44929085,3095202.15011433,1412285.69647912,634105.996936777,581969.63936018,374872.125046425,632774.512240659,520848.822127423,150831.549241344,444512.745727001,845987.673179918,922238.862958746,278209.036047433,567495.680929688,252219.178514181,635848.553957577,4234995.02707536,3454150.86419902,1470090.3405569,948192.285081651,453664.011395157,417787.249087447,1362457.06845319,2473982.7818408,5384303.87357108,1094408.26642353,30202.9620057687,355829.491241913,501089.830159515
2936908.08240411,1550456.25541013,1171103.18421685,1598092.23490887,1055994.38360673,2967352.63303699,3443604.67409122,3084342.08529571,1254677.20265752,744252.79037988,696882.535959624,337227.258184443,715550.406834811,441577.564715124,158665.698225226,469578.89896304,778808.168236236,862771.542738975,272715.439685043,560747.820563865,250023.71057047,639959.674660183,4115062.27120851,3626850.93030021,1388358.6939047,992825.585670027,422068.156396396,446737.820592458,670636.14892952,2776939.33598456,5357722.66098357,985210.370697239,32297.9058112675,576439.524688308,556563.948667037
3047105.37820349,1936725.14038729,1642067.52940992,1848063.35426928,1334166.74455791,2954021.79645288,2997273.72921008,2864872.2526722,1365261.40824165,707312.054657431,704407.306375791,341690.352162075,701897.149730757,451288.714040041,182795.67757981,527885.324786009,839380.167940217,864744.132882424,284558.872674106,612830.898934714,267048.255593985,678098.213972818,4072521.38404011,3554725.86508043,1354264.47062893,948454.233482323,431761.69560097,353856.490011196,716625.044141854,2879976.63901248,5278634.10279804,966450.96380161,33127.9516975078,560574.686593311,498388.183821351
2881233.22552894,1809715.50961454,1367566.15951698,1915486.14079432,1128928.27581629,2878329.63075997,3052167.00773492,2911333.92429281,1259976.283236,675155.953743437,578591.848606683,325113.27610495,622075.625279995,441678.379528202,193241.487173801,405432.689076946,644827.795687417,758782.148185519,272297.109765664,600558.555912326,295344.619491651,544874.516775362,3669987.28445232,3333190.98066272,1262918.27826734,961735.901192732,371670.365615209,341461.053708619,575851.031624652,2177344.66578343,4627831.87897489,778071.3939005,25358.0997663871,477349.454771713,424960.942767379
2944625.99055198,1890047.64390959,1872903.75590463,1777892.87272147,1250499.3785353,2661539.39979085,3039304.3820636,3148346.14021877,1510502.5093106,740314.767785572,756052.097349889,339171.395766,718647.228679029,476032.205845552,154071.478894944,434040.106035979,642322.033179044,934264.558843321,285381.793592882,534623.523319211,266599.185532051,726010.749452336,4314855.43457681,3522177.05834228,1509757.64500979,1084664.84581236,490257.464234117,446638.138578306,769279.983763921,2918114.07505373,4896924.51177545,1431139.93223786,28138.3457621336,504012.789013325,525125.86259777
2983777.35845323,1542009.19415811,1326394.03956775,1792831.23174093,1184222.01854013,3297463.67500151,3091640.99785679,2943732.07076461,1353494.27728833,629701.438612595,559125.935192026,346825.54648087,657075.809365483,518188.897549176,157720.015041107,457180.068702492,732623.952544278,771593.887034964,300903.435326129,627746.922905881,293727.156947743,718502.784569513,4090177.57631889,3566276.13213167,1729938.746254,976165.316526383,423432.38007092,340133.797730387,811064.831321937,2682149.08233637,4985516.9942685,1458377.63129034,28882.1279412662,559777.221307493,515462.531521856
2847831.51005956,1587146.04165723,1399377.42089353,1986740.6471797,1159815.05344008,2810133.38286138,3072134.24488064,2997606.37216474,1298863.80148992,698506.17022789,749835.176440037,321018.242510766,753485.55321739,470055.452598213,151295.745120919,446179.985684679,654565.360913835,862208.236189074,293970.601279389,570112.410841649,272021.146631527,764811.595410653,4148589.97144168,3455796.15945414,1303245.62522431,1015246.77576597,429411.35508627,453787.068700304,744578.149912562,2562559.40662239,4802060.90101423,1036607.35418702,30392.7569310685,515041.310537191,545879.937027963
2638582.04396477,1613464.1256123,1222763.63545384,1721247.3384162,1325530.76663019,2978057.61263225,2946301.64962337,2970422.48996535,1278664.81278705,692213.636151369,518933.566584572,271384.475166698,720766.994198737,470597.847249986,155616.46270715,470951.185356439,753064.945537643,927513.547510436,284199.153275537,599029.402162548,288736.955306222,480299.026203647,3727441.76385063,3815179.79734234,1331949.99924132,1042044.64934239,372497.98667518,487413.245747695,544682.917009067,2575174.45427978,4426571.17721657,713049.852338163,31642.9150518957,456607.759277401,519616.929729971
3083524.97169971,1623021.82629476,1763366.87335678,1836497.69296963,1129106.93227948,3576545.46253491,3216108.35920364,3123821.1212604,1565007.52947922,806831.611967795,647786.19295872,467317.115509193,734920.9094306,537716.381206467,155998.859393482,380383.962254349,567822.321123235,841362.528908404,294023.446345351,563333.811474491,255648.562474792,769563.005450687,4335178.13781298,3570591.12708984,1470205.35188612,989935.583562242,470224.24078238,454164.534429167,721658.768845011,2727760.32770318,5447874.6740704,946788.335183831,38685.5428519226,555122.776075898,501447.931073082
2729485.77992061,1718852.03108566,1543373.76616101,1768001.72906865,1216694.80481013,3025348.55902465,2902159.54174332,2964212.76749149,1321099.84210359,693140.973297446,574790.959683161,355700.816148,702968.402337225,480906.400623994,168132.188385986,414554.99166214,737924.25504104,1006114.90644259,263012.453506553,589596.250437845,259780.103340379,639446.209146159,4130769.18913789,3523646.86396085,1614586.62788946,1073283.48717059,407969.154143072,343648.371479744,679132.35160018,2617120.80577324,4435607.94052894,888384.374987821,26066.3814207768,536046.942915601,544966.871507529
2538076.8171414,1790799.53670511,1136205.14955229,2304397.25264605,1485193.81880561,3306604.53446975,2734941.69346812,2692070.49006175,1150443.26872737,802511.208409732,597016.402085471,298571.431317254,706954.68532138,577493.049360835,142198.392229951,491090.088603475,792580.093895824,896188.239008725,240037.158473801,446812.945930921,261567.93628572,663098.593319318,4360315.48278794,3194692.3066962,1821023.61750072,976644.634034528,432870.001670949,835122.922476744,1094586.59250894,2541498.70909655,5780004.10495709,882793.425142929,35302.7218808124,494651.308290161,559216.668420466
2757455.48389794,2034290.36779192,1603891.34420483,1866932.32594121,1391550.32865507,3013724.81414944,3061724.12433733,3127018.18575888,1635090.33304162,873035.927184864,703758.843393131,320992.227421077,784483.153429341,557704.75891043,186106.808874289,533488.203064275,871361.136211139,1000462.50568864,293696.567936797,501586.830997803,273553.334090694,778435.374895906,3753594.36317118,3383201.89383278,1539409.04653412,1044821.56041846,432214.919227818,587019.579564126,805111.110477753,2740653.45561189,5024120.89640901,950607.182087561,33329.6185974451,431809.467253624,611006.147859552
2741807.1987815,1811901.58132509,1663722.73214298,2829523.74908973,1257435.1775446,2680859.60283104,2936166.73528647,2837187.50957345,1221377.01391077,591031.838591602,631100.951034099,332605.324708772,653722.967123488,445709.865609959,199468.209445286,488150.28283232,814137.147119414,895165.912419027,264071.54158248,588142.718760407,283673.376707829,850069.974649857,4125122.77213284,3469994.43437504,1358524.22209524,901650.250291438,474256.940525891,363274.753388046,788543.519389755,2300565.82960924,4388474.75044708,940771.59665877,33333.8149563961,520423.039128293,523635.120304751
2875398.09267745,1494112.75975664,1530924.6178266,2053082.8633756,1223200.90589722,3126009.99337994,3396313.54275218,2957646.61645936,1242139.65861965,726358.677314242,674282.163302155,392052.218561495,710946.250728134,465560.924856714,227674.799436999,441585.319360641,626779.333747836,935882.69253621,277970.683332383,628569.165182387,288129.475357771,621604.557236504,4142972.77683688,3646427.17397688,1350919.46452054,971634.015408007,425688.460695128,596794.666889965,787313.645382115,2474509.90058985,5189141.70226709,875107.856305097,30432.2236078006,642110.978765471,506827.957345564
2744230.83567873,1626739.00572716,1547800.78336011,2126235.93558646,1278020.44436505,2576356.03447805,3145365.56196063,2923906.22456612,1210189.23847087,732563.062478202,648050.17538481,307991.35209151,681084.831371872,489482.261933815,151047.909528036,509637.505781463,764105.620786932,824285.931399771,280436.650382748,503089.146049922,256448.354512235,769488.987729375,4365724.09260099,3531607.91485445,1238038.3993496,1031993.65122175,432693.081700507,522147.777415144,841374.886328955,2615470.84894534,4932333.34716026,1100533.90814583,29339.6458074648,491811.282405235,540484.695651347
2980384.09147414,1888294.35101115,1446459.00853338,1699935.63280689,1293256.63331864,2922547.74847503,3117645.8988181,3369345.78396537,1532038.78945541,802118.365969796,627253.644397439,320345.880339008,669880.642961012,595024.329906146,215338.440516722,531431.668080893,873037.585860761,992642.602257099,297764.704809339,580287.432560195,277455.649144908,733799.47093728,3987467.7591037,3418061.51592169,1401894.28742117,1013944.89855733,423619.41290685,446569.134818207,951882.408584813,3038762.49496053,4756325.55404575,1095141.66498751,31406.6724802717,553830.573399558,587760.003872545
2890453.93256589,2110160.85452264,1658700.74736328,1971742.90904008,1238036.93095777,2917520.82933461,3067828.11188961,3461665.97158137,1623472.72362005,788634.613010006,633215.404916909,325269.002640595,757424.12610602,482624.917646784,191909.326795497,487084.636424069,700037.307935771,914144.161212534,297011.129857917,623628.308469508,271421.392472906,846801.538483828,3729436.51314568,3361216.57070046,1628951.00228609,1011284.310641,456184.971662144,906047.697957242,988218.211203706,2825490.66632392,4786335.16632922,995289.19708446,24666.5801753288,460283.994435835,593698.34685503
2857419.33564764,1748918.51355898,1496216.27362262,1805850.86196225,1322798.45591879,3240342.20445317,3049882.95406697,3097887.55011956,1510778.22187265,653895.505946114,726380.487396242,331482.578972494,659927.671313888,472595.072812061,208673.022568388,452508.681941667,682720.467517039,879503.195186924,303579.380236463,609442.659169356,283224.540504509,703908.923792456,3703490.7648013,3106182.88295068,1428896.38309785,1085493.18298856,478441.921733141,510156.480036019,734937.634741767,2456298.38924268,4466094.66876187,1097759.60866285,39189.8537803704,491401.84635373,531274.524996758
2864439.22008032,1710299.61574767,1376737.09204578,1870899.83149545,1188778.49825012,3008256.47016414,3017455.10104036,2956379.97351482,1334208.31255107,743840.389173591,572785.261302369,354870.704254261,784979.798313604,597384.122597598,181861.427344521,587028.603967846,918711.346214509,996948.669741213,306392.455519359,649605.143769591,284377.030825809,634272.948164701,4358899.34282054,3910496.45930457,1563164.79350698,987598.491985603,383215.402543389,507477.225649866,692689.717872578,2778153.68054308,6082253.49140475,977138.843443596,25264.9915118031,496294.674552836,523561.890540326
3100961.67211436,1502462.14584377,1441278.46674831,1998528.59897477,1538442.50008751,3631499.9804359,3072825.63111202,3008594.4119687,1392808.11280658,715692.258420412,750402.841467508,370863.782754278,679945.206493372,792021.697616383,200818.556448845,449199.686651925,718748.496690542,1287115.90147698,369063.433074019,707975.514892798,296659.993005894,778764.442524403,4206163.17565879,4285993.71165069,1702700.15122086,1107654.05245896,370350.185065066,529967.998655337,893778.23517887,2762916.59194175,5541361.13972609,1072740.29962577,34746.8006062687,414053.621405819,607041.948029802
2611942.15045038,1707968.78842684,1227082.17092862,1621568.08095487,1191444.37284128,2463090.90060854,3112379.11635265,2801118.15357852,1226627.14293198,650555.513649579,593778.015295853,332600.497677405,665247.519801862,469490.362267998,168121.156541492,572114.069255333,706862.818134448,834655.803569556,260979.552677891,626717.187126759,304840.802024332,831139.052108094,4283827.8973443,3465026.13858543,1194778.10206035,1061960.22395537,448672.702838277,451523.78150677,846699.556786903,2767020.22539984,4923578.31995439,1015267.35409572,31007.3966230163,466736.355809049,609060.202299812
2625378.31406085,1973462.49206146,1375190.55671283,2481706.1358319,1172796.60255656,2834817.82997467,2793998.3299461,2883528.95645662,1228449.33727109,752092.872588363,671716.746096125,321373.869056957,681855.350128022,468181.872169101,169815.941938159,532872.585765024,802721.678289843,926941.855781215,288491.825007091,556551.603715984,262465.672055609,750790.474588354,4349746.40915905,3843583.53472628,1595166.72157532,1009509.50116697,446427.592287301,671338.096852835,701357.028512995,2955767.16092263,5051109.97515873,984245.393183595,32183.5710110233,534570.652366244,541934.558611299
2747241.1599446,1577920.63419602,1306068.42384955,1675879.43833927,1143369.07790769,3086615.00331864,2915713.27588702,3166031.33204372,1297519.36607267,615428.661009685,638141.918896175,295458.907814305,706453.35289113,447244.784949844,154787.332162466,442639.494946931,596833.354716521,832879.696430977,295202.360258226,691143.656986908,303634.141547288,870824.938843554,4219224.80540887,3488111.26118664,1390272.26651984,1005262.30747999,453082.908509491,463178.391729938,982938.929027129,3298756.6083319,4669159.14271953,1003616.84753804,26035.0569607107,675388.210602705,640691.487518103
3115573.00702383,1440400.07283367,1607882.16604993,2552050.08466923,1477578.7633348,3796674.88611852,3033009.58896563,2936974.98630394,1392204.75700017,665289.312965191,857209.486593358,381267.453215765,713639.639542324,638409.180823065,155790.497312642,424104.155424671,682422.076573217,818063.108024743,272208.866818607,587290.855848382,267515.868779539,886176.054797554,4527129.40682387,3654719.95194854,1434986.26297892,844751.257138646,385305.914051916,470321.024435569,863197.218883963,2596198.16249881,5902218.6297599,916358.832170462,39189.9692034589,559048.862641337,549097.130620952
2797030.54533326,1846625.65195033,1570490.07655891,2010302.35656522,1305027.0083418,3077171.83356286,2889480.74792968,2880121.59140298,1408662.18379084,780813.521497722,702449.212559426,327329.084796645,684840.432417899,549459.517544856,168543.042689593,489414.04941946,792193.740864858,821969.808596501,275111.016478615,458995.161974396,267313.320584173,713113.516099064,4257536.09139053,3579251.69047797,1349093.44201731,957821.642075026,412385.984972727,409787.152383227,711687.62328294,2523579.49961869,4978011.42972714,936696.025258536,33868.526214347,487936.152843123,533279.113607069
2942756.13686514,1555164.72944984,1411604.14667636,2028909.53202454,1122857.48175318,3205154.70868534,3249698.00593681,2813298.68258612,1354622.72360006,750397.346374509,622654.872537645,344504.056802992,717436.164938695,477330.11529277,171454.052738582,485355.483462679,670800.86918973,805677.970916129,301106.898049436,590336.758133078,268072.128160889,796474.643103563,4161169.88823272,4028087.77282144,1331050.51992427,1012777.18901535,366564.08238185,418694.145362203,706265.716118517,2505791.09900161,4875922.90249627,1010511.24973249,33767.2595608551,483718.309888998,566250.653642204
2802009.31449856,1614699.63569709,1548578.92982769,1906808.28031112,1168189.35436416,3434936.89583928,3052350.6056172,2937465.52146682,1239588.97391566,600849.152189047,615866.763447998,402767.717545617,806575.116862132,497760.307002206,150051.542279522,530616.922803242,730777.346916619,931716.356175692,296571.397819958,612279.29960405,279742.216636354,625932.138616299,4001825.82249995,3455041.5821934,1378443.18040259,832218.521939664,348266.134679841,668240.265016018,705267.886765309,2677237.84969109,5332824.29137745,712638.530807402,30707.9357753916,619023.584372433,488931.318959017
3145257.94920306,1567999.62588563,1415530.02460864,1968881.78175272,1201206.99669792,3577174.04013471,3075069.25022826,3101895.66129493,1424790.31439502,812545.12983449,570532.049066234,350851.137804247,705219.982156989,619126.969806841,158009.676167598,393477.602499706,701967.065415532,829886.101083576,283638.998037017,586247.775333062,306820.722705115,881547.429577332,4332864.33837278,4041374.24331641,1478863.84753984,874650.877703886,401821.364325268,373534.816729405,1082012.98083065,2760518.17110376,4752958.20329941,884191.261225162,37131.9870696343,418795.031236708,567662.795588369
2840487.06657668,1584662.07452896,1491732.26695625,1652696.17846978,1197043.50481324,3110884.25657206,3087615.55057216,3120314.06610236,1397472.98867895,655999.941323909,668848.292770427,323974.547759927,751963.675737108,546652.570911032,141479.047487623,404369.574247777,822110.318486683,764293.261814124,239034.42892848,410501.475570039,256765.154489695,672735.725995986,3650891.42702676,3289230.18524171,1484833.35483466,1057152.38537499,454485.294879485,511766.060027995,970530.671516489,2275201.90619766,5273857.52731618,888519.907556132,32925.9738664955,402145.643099557,558409.122417491
2662769.74662878,1448183.39873219,999318.470591249,1863935.42611113,1265291.63386974,2259123.80648847,3487806.5561699,2794853.13525563,1291002.95244703,703039.052376242,730207.023669982,292547.866664368,802767.026868494,473882.323844427,200689.278814349,560778.489930126,905576.997355802,859769.687858149,267225.37352855,454668.448315647,242946.710580429,673177.208397534,4385276.39029809,3411707.78450069,1157763.33824424,833520.652302928,388891.627201107,412291.597905922,784510.750195778,2580260.06184502,4585499.01973728,1585123.10756984,44718.7082788519,463900.692096812,537512.121709862
2580324.02241453,1619534.4944278,1319948.36352818,1789501.11287589,1162378.93181824,3024456.3612715,2873483.72625765,2887301.5588261,1348572.44553481,673245.911980389,761395.002926669,351085.355357838,666199.830804017,483825.810430342,162159.897231824,406382.128777602,751795.621747265,885283.181628485,292672.571876862,475737.675876568,260576.856276879,538614.968181142,3951679.26778244,3312637.42564153,1193891.23519292,844917.747540122,390464.848630906,419856.83878982,694097.988886617,2468252.51679331,4533316.09099238,818735.170377661,32942.7115658635,497994.376566696,536875.874457351
2937518.90701287,1511684.52109183,1383964.02089472,1898142.34347423,1082956.97479103,2820592.52140801,3402477.6834516,2917913.06578338,1469229.97207774,866599.837479887,734432.580997502,351724.594626146,685258.396052749,479933.513876746,158844.536621756,453177.165294807,700803.818402353,869729.192781216,287074.518420301,580289.152599492,265639.255353075,707847.220494587,4355998.84095355,3163876.79769962,1353618.25236108,847189.902449002,429233.549842688,407798.602914171,724421.227715029,2598896.08112914,5288205.83277646,1008607.62396218,29247.7094021968,495124.772038661,569246.402778689
2823299.15506819,1940430.65368479,1573158.83763778,1591735.90301699,1194255.94991256,3434167.98783366,2800805.04729641,2983959.61850144,1453204.73129165,800586.510854567,658063.077964919,369834.039774924,766213.862454606,479148.519927948,178199.095410845,484473.318647739,725711.965297737,890228.941876542,293758.311235723,608895.052193675,281277.414016924,861542.375176129,4262916.49129156,3437916.42359215,1574551.3983048,1060054.48391347,503977.005416094,482193.988314491,972387.402995184,2977060.02060433,4747025.19174116,1101509.50663177,32243.6119652456,504289.827824389,583933.237098599
2770627.43676804,1781327.39201168,1416625.73487351,2072987.77119976,1223813.65063478,3199763.60884255,3158678.66675094,3007612.26874877,1233632.30543088,709234.497061937,737839.179251807,327338.495359109,669532.299617818,481788.088931907,166931.211052866,474751.183014922,822290.754414238,829185.085588557,281112.436843272,472430.388437065,261697.890143779,651529.231180336,3867986.49843771,3298117.38858472,1171221.95697758,956971.187390178,388152.453539349,339553.783806741,767502.502413868,2267333.36636366,4271368.55716432,1030457.64491872,32376.9099122358,492314.781580074,525759.007144966
2870539.40075391,1414790.88199214,1257678.94208193,2038068.45183447,1407453.88725082,3022123.95231474,2876252.02556881,3014301.2256284,1199899.29288208,670910.658375028,499445.228838647,272488.272808519,600223.37235317,537529.242584999,120998.351806972,405354.930143256,575219.148717776,747279.634332711,246925.129263926,493218.982532427,248791.971263262,540898.146154693,3649314.42357783,3550671.04797381,1488514.92133966,1016829.65764069,419271.29966984,483881.005169844,713237.097609562,2540947.35324844,4923266.0219143,818602.061820104,33367.6025253284,420641.238631083,468542.906858144
2683989.6984413,1605893.34951225,1512409.12425031,1648721.44175667,1165066.49066423,2543198.92747324,3035348.27150884,3261874.11939915,1327009.3002334,692472.731175186,637744.070205573,334376.443393111,683546.048821342,476528.893409838,178854.65331455,462045.090322523,786016.551576356,810686.962594377,281786.494509886,620924.660122838,286179.8411464,715080.002636991,4225089.66932448,3635428.15636674,1389203.62457565,943075.806861508,411881.362024926,400602.14901256,810506.183952431,3008967.97156729,4292463.67908153,918122.08607758,29018.3717440117,569676.8554812,610848.580317646
2791664.38219077,1681908.52051849,1236040.6557245,3047426.8526093,1449721.27667887,3528715.42943603,3058737.35597879,3291329.42127278,1417090.9677844,755277.058425867,645678.925362461,339726.346185695,665155.018726683,711550.435030434,179306.010611011,554546.467133418,896914.432885926,1100262.60016381,307479.26497644,529259.937207782,255379.774349637,747823.403332577,4431537.47761413,4298825.0038859,2003452.82568931,1190117.10697367,470476.228544745,861046.709804094,866321.186210669,2832941.83007833,6069488.59720551,1105887.50985975,33802.800139974,482588.100403767,591269.083022977
3505058.95411032,2080198.68929338,1498194.83100189,1807230.10486541,1243582.73072406,3006008.20751343,3210772.63512436,3229126.4876917,1564001.02018909,865521.1503352,794275.107080277,370418.322711919,812437.578538976,558745.485821812,240138.862325752,556002.722189115,758266.033441204,1056329.33330868,349954.272139483,599780.431887299,299108.494148795,717043.235983842,4190307.91329196,3583425.20397714,1512583.45448572,996620.370828691,439612.414880544,404896.975745201,930016.398651732,3221648.39474077,4855849.73570364,1245428.39580053,33606.970691291,534271.607773643,558529.749219311
