"X","Y","L1","L2"
401.561163185866,6783.10009323324,1,1
490.094325057439,6781.88441907909,1,1
496.291706131937,6707.19833371257,1,1
540.65079700675,6707.32571288189,1,1
571.54530182943,6708.01202717539,1,1
608.95833514936,6709.19070073734,1,1
646.73737731264,6710.29270302241,1,1
753.73318214106,6716.18060535992,1,1
750.911009882652,6715.81330388571,1,1
750.516416119788,6713.55116335987,1,1
748.627584636185,6708.95152406229,1,1
747.604472618168,6707.7642958331,1,1
747.131098693398,6706.61450794752,1,1
746.182370329044,6704.31599015406,1,1
743.030497380871,6701.86901306966,1,1
740.901798526787,6700.60964992022,1,1
738.699280485176,6700.46406805494,1,1
736.017727988821,6699.17187481278,1,1
734.436883354372,6697.95235455289,1,1
732.783635289367,6697.8458972946,1,1
730.649326292489,6696.59312056354,1,1
729.617619619352,6695.4112715013,1,1
727.963231583578,6695.30714112103,1,1
725.274594501035,6694.02262011985,1,1
723.135670128657,6692.77445558081,1,1
720.928645910835,6692.63963595387,1,1
718.788429699004,6691.39365441892,1,1
716.579720586313,6691.26153084202,1,1
713.884577247818,6689.98597145987,1,1
712.292737282706,6688.77628744478,1,1
700.691580523793,6688.11856916432,1,1
699.09495779288,6686.91526158182,1,1
697.989378967641,6686.85508339153,1,1
696.943907642025,6685.68224343207,1,1
696.391363000791,6685.65248194916,1,1
695.897695832182,6684.51025674821,1,1
695.404570248591,6683.36818000496,1,1
695.464139544871,6682.25525576241,1,1
694.970486030505,6681.11318088145,1,1
695.583315511883,6680.02993305939,1,1
695.089254219222,6678.88788728784,1,1
695.208059625203,6676.66260453341,1,1
688.059909181908,6675.17215086159,1,1
691.063853905592,6638.51078722843,1,1
754.880254810764,6642.3498838572,1,1
755.516177240147,6641.2766170423,1,1
758.315117011846,6641.47069799458,1,1
758.95219432122,6640.39770749818,1,1
761.192274773426,6640.55478234179,1,1
765.989989472527,6636.42600550371,1,1
766.630042205828,6635.35462244524,1,1
767.831817881834,6634.32340892396,1,1
769.113832914148,6632.18134736544,1,1
770.236379991129,6632.26274480356,1,1
771.440148923704,6631.23251954627,1,1
774.246909833152,6631.4384270264,1,1
775.848239927885,6632.67481451229,1,1
776.409069162026,6632.71656240851,1,1
776.887072422182,6633.86968661051,1,1
777.365616948609,6635.02295946501,1,1
777.842872638419,6636.17667709134,1,1
778.320643242294,6637.33015027003,1,1
777.820332268766,6643.99975306961,1,1
802.989918565484,6645.97452125987,1,1
806.551977235289,6609.35148372902,1,1
844.483016915108,6611.5263669295,1,1
853.411604615799,6613.47803599774,1,1
916.021544692382,6619.91629383351,1,1
920.780719688302,6582.26923291303,1,1
954.366608099716,6586.1506239508,1,1
958.750947461903,6549.5730050044,1,1
996.657607418581,6554.29941939962,1,1
1000.95450188424,6516.56605290111,1,1
1187.04152798062,6546.30870727461,1,1
1190.81143947982,6508.30576991756,1,1
1264.5107870328,6523.2316625103,1,1
1274.59512443496,6437.22289305462,1,1
1273.40650704101,6436.99295837875,1,1
1273.02524197231,6435.77731964383,1,1
1271.45428089547,6434.33210908938,1,1
1270.47659137871,6433.00217438642,1,1
1269.28678855554,6432.7735538959,1,1
1267.71341015928,6431.32991877302,1,1
1267.11875015137,6431.21610088414,1,1
1265.54400190633,6429.77379969291,1,1
1264.56324260625,6428.44511450008,1,1
1262.77714565589,6428.10524735153,1,1
1261.79501986158,6426.77776818074,1,1
1260.6035646882,6426.5519064647,1,1
1260.21673060322,6425.33777761932,1,1
1258.84528512605,6422.79668143316,1,1
1257.86034195955,6421.46984528699,1,1
1257.26433285214,6421.35756553924,1,1
1256.2783813044,6420.03161598629,1,1
1256.09588301671,6417.71607146474,1,1
1254.71791238391,6415.17661775817,1,1
1253.13197123199,6413.73982389189,1,1
1252.73959262315,6412.52607411788,1,1
1251.95548261484,6410.09935829001,1,1
1251.5619174611,6408.88617978265,1,1
1250.57097880243,6407.56160469984,1,1
1249.9720627508,6407.45044708681,1,1
1249.57834886116,6406.23759933149,1,1
1248.58505652931,6404.91345611371,1,1
1247.98667020673,6404.80277879521,1,1
1247.59094390347,6403.59004149234,1,1
1239.00436745807,6403.15220290797,1,1
1239.60813349524,6399.84509978935,1,1
1239.2101314662,6398.6334981838,1,1
1237.8126210845,6396.10084142331,1,1
1237.61371925553,6393.78664954904,1,1
1236.41142670476,6390.15204403712,1,1
1235.6093172901,6387.72933003426,1,1
1234.00490824622,6386.30068915242,1,1
1233.80035413408,6383.98663813074,1,1
1233.39742978778,6382.77579723599,1,1
1233.59583706708,6381.67317607731,1,1
1232.58973412978,6380.35360674791,1,1
1232.38366626359,6378.03977494563,1,1
1231.37583977856,6376.72099121754,1,1
1230.77347923287,6376.61314145237,1,1
1229.76483903526,6375.29438171718,1,1
1229.35905920155,6374.0840001554,1,1
1228.75538184292,6373.97634857835,1,1
1228.95206499965,6372.87312236527,1,1
1228.34915850207,6372.76567914393,1,1
1228.13871200582,6370.45259560705,1,1
1227.12719902021,6369.13463398474,1,1
1226.31044234168,6366.71396036224,1,1
1225.29708479358,6365.39695453072,1,1
1225.49228549836,6364.29354864995,1,1
1224.47873967056,6362.97692278574,1,1
1223.26913839076,6362.76355432393,1,1
1222.85905641302,6361.55395522635,1,1
1204.10425934643,6358.29565409784,1,1
1205.72383782139,6341.53001345888,1,1
1204.69650255641,6340.21843962857,1,1
1204.08902994199,6340.1148928733,1,1
1203.06072802114,6338.80420543127,1,1
1202.64049495425,6337.5970982806,1,1
1201.00297783916,6336.18338985658,1,1
1199.78596853785,6335.97749000198,1,1
1196.50685527379,6333.15369513235,1,1
1193.64740971658,6331.53905859168,1,1
1192.00476696192,6330.12925703213,1,1
1189.14198006738,6328.51793718959,1,1
1186.88750802357,6327.00967804623,1,1
1183.59249653304,6324.19692510091,1,1
1179.07404065999,6321.18776860751,1,1
1176.02195189495,6320.69076171707,1,1
1174.98008874896,6319.38743901459,1,1
1173.14839121063,6319.09086026624,1,1
1172.10518111206,6317.78878772978,1,1
1170.45068618864,6316.3882839886,1,1
1170.01763689941,6315.18526205793,1,1
1167.74937021185,6313.68806459242,1,1
1167.31514639278,6312.48491059202,1,1
1163.99753963117,6309.68927120621,1,1
1160.93517312576,6301.27319059893,1,1
1159.88366026603,6299.97482963999,1,1
1159.44374002559,6298.77252961165,1,1
1157.95020567397,6296.27248554951,1,1
1156.89533498864,6294.97482187169,1,1
1157.06832539057,6293.86949269717,1,1
1156.45449238825,6293.77349095707,1,1
1156.62737913992,6292.66774448303,1,1
1156.0133719427,6292.57183576756,1,1
1155.57090251109,6291.37048834878,1,1
1149.42598430476,6290.4163695722,1,1
1148.98151280924,6289.21543714085,1,1
1149.15214462745,6288.10992616506,1,1
1149.93848443541,6287.09905300087,1,1
1150.10923108808,6285.99353413225,1,1
1150.72414905007,6286.08855199403,1,1
1151.51014867112,6285.07777543077,1,1
1151.68118973098,6283.97228372376,1,1
1152.46852069681,6282.96217425808,1,1
1152.81086257706,6280.7508450668,1,1
1152.53618615719,6278.44398809135,1,1
1151.47479029503,6277.14769566302,1,1
1151.19848730911,6274.84101265064,1,1
1150.5819218398,6274.74599882702,1,1
1150.13541067974,6273.54555906839,1,1
1101.98098043675,6266.42078863392,1,1
1103.25487234901,6248.53525498031,1,1
1102.47743999141,6249.55417020038,1,1
1102.01403567466,6248.35978226217,1,1
1100.30902611452,6246.99056847767,1,1
1099.06781133633,6246.81595542627,1,1
1097.36144193656,6245.44757260632,1,1
1093.63741295714,6244.92769138654,1,1
1091.30823846333,6243.47605000394,1,1
1087.58186644278,6242.96143791978,1,1
1083.38681303209,6241.25787080745,1,1
1080.43110722603,6239.72756773427,1,1
1075.45990192741,6239.05526938168,1,1
1073.74434643205,6237.696920252,1,1
1071.4062552456,6236.25666116892,1,1
1068.91854214153,6235.92510167126,1,1
1067.82255986112,6234.65208402784,1,1
1066.57828487049,6234.48724705146,1,1
1067.27404537302,6224.43604292625,1,1
1059.79127039325,6223.45433451357,1,1
1059.31226066652,6222.26504620771,1,1
1058.68795246397,6222.18385255149,1,1
1058.83190898937,6221.0761914878,1,1
1057.24729496099,6218.61740845932,1,1
1056.14269232127,6217.34778756454,1,1
1055.03636251567,6216.07883131266,1,1
1054.071841585,6213.70193033002,1,1
1052.1971501975,6213.46132290214,1,1
1049.98030453982,6210.92568730876,1,1
1048.72946103393,6210.766378528,1,1
1047.61918181097,6209.49948763125,1,1
1045.5374611607,6205.8579687085,1,1
1043.10254668019,6199.9228074922,1,1
1041.98723974145,6198.65758449416,1,1
1041.63757163304,6196.36260514049,1,1
1041.14891059539,6195.17576273299,1,1
1040.16953403339,6192.80303832633,1,1
1039.05121075638,6191.53829709576,1,1
1038.42355758069,6191.46039224461,1,1
1037.30433170381,6190.19658859402,1,1
1036.321198136,6187.82447670597,1,1
1034.57190510825,6186.483589369,1,1
1033.94356896906,6186.4063512558,1,1
1032.82160922841,6185.14386760135,1,1
1031.83434510476,6182.77292477774,1,1
1031.20548780359,6182.69613960278,1,1
1031.34069187839,6181.58780193141,1,1
1030.0816043471,6181.43440181996,1,1
997.848163368558,6178.7566436336,1,1
997.345453538374,6177.57593929387,1,1
997.471996246617,6176.46665112688,1,1
998.228073454659,6175.42960369842,1,1
993.818341681741,6174.92839539425,1,1
993.31296452226,6173.74772508947,1,1
992.177210187503,6172.49649714403,1,1
990.917091280968,6172.35469611929,1,1
989.398406674089,6168.81462183774,1,1
988.89082612619,6167.63493452553,1,1
988.507684610989,6165.34599938459,1,1
988.000164486313,6164.16657399052,1,1
988.123789964118,6163.05710083765,1,1
988.878842217787,6162.0184048666,1,1
989.51042567088,6162.08890814392,1,1
992.287427536193,6160.15348353612,1,1
994.183882319684,6160.3667880045,1,1
995.573754863588,6159.4004774789,1,1
999.999320596809,6159.90264895437,1,1
1001.26274534894,6148.81144307302,1,1
993.131556199159,6141.154620093,1,1
956.411313115416,6136.08580449156,1,1
926.542621168982,6133.10396482879,1,1
929.001093583116,6107.57020182694,1,1
927.722229034259,6107.44743962075,1,1
926.338194371562,6108.4351248655,1,1
923.142195889231,6108.13082779895,1,1
920.481143351638,6108.99962075637,1,1
919.202811921527,6108.87928781422,1,1
917.389621862064,6107.58890341538,1,1
915.472007584728,6107.40995277586,1,1
913.119962301064,6104.95174313841,1,1
912.583295772689,6103.78245861441,1,1
911.405762852145,6102.55423473465,1,1
911.508045128083,6101.44363306189,1,1
911.072378631798,6099.16395360101,1,1
910.533219342676,6097.99489500605,1,1
909.994722914882,6096.82554602035,1,1
910.198006200142,6094.60511905067,1,1
893.530065206598,6093.11050716864,1,1
895.477767379946,6070.89829422237,1,1
894.832800323211,6070.84185491425,1,1
893.641635058503,6069.61860370115,1,1
892.352335035441,6069.5064398988,1,1
891.804433836038,6068.34009190088,1,1
889.869539064586,6068.17275479307,1,1
889.320804944057,6067.00631168981,1,1
888.12616801492,6065.7848824902,1,1
887.576642222797,6064.61912129074,1,1
886.931764051415,6064.56394905274,1,1
886.380806289803,6063.3978098824,1,1
886.665141625931,6060.0658208045,1,1
887.406519749167,6059.01009525862,1,1
887.501404880969,6057.89955975655,1,1
888.147235873543,6057.95481425031,1,1
888.888205151441,6056.89917807616,1,1
888.983417207461,6055.78868518859,1,1
871.528627598212,6054.32644406363,1,1
846.415055387492,6052.33851089638,1,1
846.946907552705,6053.32956807765,1,1
847.271472462847,6054.02923797305,1,1
